artist_id,artist_name,selected_genre
1AwO9pWEBSBoWdEZu28XDC,Eartha Kitt,torch song
6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,pop
39E15l8zeCDYpSZwFNX4G2,Eleni Foureira,eurovision
5V0MlUE1Bft0mbLlND7FJz,Ella Fitzgerald,jazz blues
7HkdQ0gt53LP4zmHsL0nap,Ella Mai,r&b
0X2BH1fck6amBIoJhDVmmJ,Ellie Goulding,pop
3PhoLpVuITZKcymswpck5b,Elton John,rock
43ZHCT0cAZBISjO8DG9PnE,Elvis Presley,rock
7dGJo4pcD2V6oG8kP0tJRR,Eminem,hip hop
7qG3b048QCHVRO5Pv1T5lw,Enrique Iglesias,pop
5qa31A9HySw3T7MKWI9bGg,FLETCHER,pop
0WOxhx4hikIsyF3CRPLC8W,Famous Dex,hip hop
2JwyRtuXf2l6sTnSnGVIa1,Farid Bang,hip hop
47uyFQHOD02S0lj9ptRpoB,Felipe Araújo,sertanejo
4A7HeXSd4HtQuf6IR5XZ1b,Fero47,hip hop
2HUwZ0kumzCSlhFcjFZfpp,Flipp Dinero,rap
1moxjboGR7GNWYIMWsRjgG,Florence + The Machine,pop
3b8QkneNDz4JHKKKlLgYZg,Florida Georgia Line,country
2h93pZq0e7k5yf4dywlkpM,Frank Ocean,hip hop
1Mxqyy3pSjf8kZZL4QVxS0,Frank Sinatra,easy listening
6vXTefBL93Dj5IqAWq6OTv,French Montana,rap
6m1LYS5NQonxjOcQFPQOb5,Frenna,pop
1RyvyyTE3xzB2ZywiAwp0i,Future,hip hop
02kJSzxNuaWGqwubyUba0Z,G-Eazy,hip hop
0JOxt5QOwq0czoJxvSc5hS,GASHI,soul
3WQ1s2QFvL6crxBvrVhwzj,Gabriel Diniz,sertanejo
4sTQVOfp9vEMCemLw50sbu,Galantis,dance
1aQwKFn00nswXRDUDipm0K,Gaullin,dance
4upwdFMlZBmQ68jP9jPzjK,Gemitaiz,hip hop
5ixB75BQR3ADoWQkcHQJTs,Gene Autry,country
2ysnwxxNtSgbb9t1m2Ur4j,George Ezra,rock
3hteYQFiMFbJY7wS0xDymP,Gesaffelstein,techno
3egWSWp7Y4FyCKIyvXbw7L,Ghali,indie
3AA28KZvwAUcZuOKwyblJQ,Gorillaz,alternative
2tcoLkA9Hexz70Kuc1NTUl,Gradur,francoton
2ZRQcIgzPCVaT9XKhXZIzh,Gryffin,dance
0BqURncJM5B1BBu7UM51eq,Guaynaa,reggaeton
13y7CgLHjMVRMDqxdx0Xdo,Gucci Mane,rap
2hlmm7s2ICUX0LVIhVFlZQ,Gunna,hip hop
4yiQZ8tQPux8cPriYMWUFP,Gwen Stefani,pop
3Y7RZ31TRPVadSFVy1o8os,H.E.R.,r&b
5p7f24Rk5HkUZsaS3BLG5F,Hailee Steinfeld,pop
26VFTg2z8YR0cCuwLzESi2,Halsey,pop
6KImCVD70vtIoJWnq6nGn3,Harry Styles,pop
3p7PcrEHaaKLJnPUGOtRlT,Henrique & Juliano,sertanejo
2FXC3k01G6Gw61bmprjgqS,Hozier,irish singer-songwriter
5F1aoppMtU3OMiltO8ymJ2,Hugh Jackman,show tunes
6extd4B6hl8VTmnlhpl2bY,Huncho Jack,rap
73Np75Wv2tju61Eo9Zw4IR,Idina Menzel,show tunes
53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,rock
6MPCFvOQv5cIGfw3jODMF0,Internet Money,rap
5iot8OPcosJN9nCl7I5SdK,Irama,pop
1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,reggaeton
6l3HvQ5sa6mXTsMTB19rO5,J. Cole,hip hop
250b0Wlc5Vk0CoUsaCY84M,JENNIE,kpop
66W9LaWS0DPdL7Sz8iYGYe,JP Saxe,pop
4IWBUUAFIplrNtaOHcJPRM,James Arthur,pop
53KwLdlmrlCelAZMaLVZqU,James Blake,indie
07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,pop
4phGZZrJZRo4ElhRtViYdl,Jason Mraz,pop
4Q6nIcaBED8qUel8bBx6Cr,Jax Jones,dance
28ExwzUQsvgJooOI0X1mr3,Jay Rock,hip hop
3gIRvgZssIb9aiirIg0nI3,Jeremy Zucker,pop
4ScCswdRlyA23odg9thgIO,Jess Glynne,pop
1mX1TWKpNxDSAH16LgDfiR,Jesse & Joy,pop
0EFisYRi20PTADoJrifHrz,Jhay Cortez,reggaeton
3ATyg4fGC9F8trfb0GRWmX,Joey Montana,reggaeton
5y2Xq6xcjJb2jVM54GHK3t,John Legend,soul
4x1nvY2FN8jxqAFA0DA02H,John Lennon,rock
0hEurMDQu99nJRq8pTxO14,John Mayer,pop
3MZsBdqDrRTJihTHQrO6Dq,Joji,alternative
1HBjj22wzbscIZ9sEb5dyf,Jonas Blue,dance
7gOdHgIoIKoe4i9Tta6qdD,Jonas Brothers,pop
1CoZyIx7UvdxT5c8UkMzHd,Jorja Smith,r&b
7K78lVZ8XzkjfRSI7570FF,José Feliciano,pop
0rvjqX7ttXeg3mTy8Xscbt,Journey,rock
6C1ohJrd5VydigQtaGy5Wa,Joyner Lucas,hip hop
1ackd5XprZEkH3McKbQD51,Juan Magán,dance
0hItVPjwJLVZrFqOyIsxPf,Judy Garland,torch song
4MCBfE4596Uoi2O4DtmEMz,Juice WRLD,rap
4sg4no0TXdsrM1s4SVUwNF,Juju,pop
0ZED1XzwlLHW4ZaG4lOT6m,Julia Michaels,pop
1uNFoZAHBGtllmzznpCI3s,Justin Bieber,pop
14zUHaJZo1mnYtn6IBRaRP,Justin Quiles,reggaeton
31TPClRtHm23RisEBtV3X7,Justin Timberlake,pop
4gOc8TsQed9eqnqJct2c5v,K/DA,kpop
790FomKkXshlbRYZFtlgla,KAROL G,reggaeton
5p7mWeX4RlvqBCxylfiXdE,KC Rebell,drill
4m6ubhNsdwF4psNf3R8kwR,KHEA,trap
2hPgGN4uhvXAxiXQBIXOmE,KIDS SEE GHOSTS,hip hop
1nzgtKYFckznkcVMR3Gg4z,KSI,hip hop
4qBgvVog0wzW75IQ48mU7v,KYLE,rap
5sRQkVexJlax2iISuqL8cV,Kalazh44,drill
5K4W6rqBFWDnAN6FQUkS6x,Kanye West,rap
6jJ0s89eD6GaHleKKya26X,Katy Perry,pop
7HV2RI2qNug4EcQqLbCAKS,Keala Settle,broadway
0cGUm45nv7Z6M6qdXYQGTX,Kehlani,pop
3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,pop
2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,hip hop
1RBzGO6Nm3uyhUSxP7EDWO,Kevin Roldan,reggaeton
6LuN9FCkKOj5PcnpouEgny,Khalid,pop
4qIVPF0s71ZYW3qzhu5GkF,Kina,rap
6beUvFUlKliUYJdLOXNj9C,King Princess,pop
5tHiL8SKSaZGMBUPIiSmX4,KitschKrieg,hip hop
46SHBwWsqBkxI7EeeBEQG7,Kodak Black,hip hop
4lDiJcOJ2GLCK6p9q5BgfK,Kontra K,hip hop
4LcUpNlXFEleaLlelmkv2R,Kris Kross Amsterdam,pop
23fqKkggKUBHNkbKtXEls4,Kygo,dance
4RVnAU35WRWra6OZ3CbbMA,Kylie Minogue,pop
49tQo2QULno7gxHutgccqF,LANY,pop
2feDdbD5araYcm6JhFHHw7,Labrinth,indie
1HY2Jd0NmPuamShAr6KMms,Lady Gaga,pop
00FQb4jTyendYWaN8pK0wa,Lana Del Rey,pop
5JZ7CnR6gTvEMKX4g70Amv,Lauv,pop
6i3DxIlAqnDkwELLw4aVrx,Lele Pons,pop
5lKZWd6HiSCLfnDGrq9RAm,Leona Lewis,pop
6BeO1KuAWBqFriL1mLHtNc,Leslie Grace,latin
4GNC7GD6oZMSxPGyXy4MNB,Lewis Capaldi,pop
5pUo3fmmHT8bhCyHE52hA6,Liam Payne,pop
5f7VJjfbwm532GiveGC0ZK,Lil Baby,trap
1tqhsYv8yBBdwANFNzHtcr,Lil Dicky,rap
5zctI4wO9XSKS8XwcnqEHk,Lil Mosey,rap
7jVv8c5Fj3E9VhNjxT4snq,Lil Nas X,hip hop
2kCcBybjl3SAtIcwdWpUe3,Lil Peep,hip hop
3wyVrVrFCkukjdVIdirGVY,Lil Pump,rap
7d3WFRME3vBY2cgoP38RDo,Lil Skies,rap
4Ga1P7PMIsmqEZqhYZQgDo,Lil Tecca,rap
6jGMq4yGs7aQzuGsMgVgZR,Lil Tjay,rap
4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,rap
55Aa2cqylxrFIXC767Z865,Lil Wayne,rap
3EXdLajEO02ziZ90P90bSW,Lil Xan,hip hop
6icQOAFXDZKsumw3YXyusw,Lil Yachty,hip hop
3e7awlrlDSwF3iM0WBjGMp,Little Mix,pop
56oDRnqbIiwx4mymNEv7dS,Lizzo,pop
4xRYI6VqpkE3UwrDrAZL8L,Logic,rap
6ltzsmQQbmdoHHbLZ4ZN25,Lord Huron,indie
2Im8m4STDBosjfmb5hmP80,Loredana,pop
0LyOADBjj28cbvJWTXUEGA,Loren Allred,talent show
6t1gpxYbY8OlLA7D2RiikQ,Loud Luxury,dance
7wg1qvie3KqDNQbAkTdbX0,Louis The Child,pop
57WHJIHrjOE3iAxpihhMnp,Louis Tomlinson,pop
3yiEJ9SByXZMXTwaKdVFN4,Luche,hip hop
4V8Sr092TqfHkfAA5fXXqG,Luis Fonsi,pop
25u4wHJWxCA9vO0CzxAbK7,Lukas Graham,pop
47MpMsUfWtgyIIBEFOr4FE,Lunay,reggaeton
7Do8se3ZoaVqUt3woqqSrD,MACHETE,hip hop
1bqxdqvUtPWZri43cKHac8,MAX,pop
2W6kbe0nm96COrHzNmfLLd,MC Fioti,funk
2UMj7NCbuqy1yUZmiSYGjJ,MC Kevin o Chris,funk
0lHB0Qc4pmD5RkTLlHeESo,MC L da Vinte,funk
6tdM5Njlln7nWkonCppW0u,MC Loma e As Gêmeas Lacração,funk
3a5ydeAaojKa3CHWe5PVWK,MC MM,funk
0xRXCcSX89eobfrshSVdyu,MEDUZA,dance
1MIVXf74SZHmTIp4V4paH4,Mabel,pop
4LLpKhyESsyAXpc4laK94U,Mac Miller,rap
6TIYQ3jFPwQSRmorSezPxX,Machine Gun Kelly,hip hop
3JhNCzhSMTxs9WLGJJxWOY,Macklemore,hip hop
2kRfqPViCqYdSGhYSM9R0Q,Madison Beer,pop
0uGk2czvcpWQA383Im6ajf,Maggie Lindemann,pop
06nvjg4wBANK6DCHjqtPNd,Mahmood,pop
738wLrAtLtCtFOLvQBXOXp,Major Lazer,dance
1r4hJ1h58CWwUQe3MxPuau,Maluma,reggaeton
2T1aUibqR2QC2sINIDQOAK,Mambo Kingz,reggaeton
0tmwSHipWxN12fsoLcFU3B,Manuel Turizo,reggaeton
4wLXwxDeWQ8mtUIRPxGiD6,Marc Anthony,salsa
6WY7D3jk8zTrHtmkqqo5GI,Maren Morris,country
4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey,r&b
3hv9jJF3adDNsBSIQDqcjp,Mark Ronson,pop
04gDigrS5kc9YWfZHwBETP,Maroon 5,pop
5AZuEF0feCXMkUCwQiQlW7,Marracash,hip hop
64KEffDW9EtZ1y2vBYgq8T,Marshmello,dance
60d24wfXkVzDSfLS6hyCjZ,Martin Garrix,dance
1yR65psqiazQpeM79CcGh8,Marília Mendonça,sertanejo
6xvpfMjWTougrRRtK7iikz,Mason Ramsey,country
2Z0lRIqr997lIUiPtrpKCr,Matheus & Kauan,sertanejo
2JLqTvFXmC87BksiCsBezV,Matt Terry,talent show
2wkoKEfS6dXwThbyTnZWFU,Mau y Ricky,pop
20sxb77xiYeusSH8cVdatc,Meek Mill,rap
181bsRPaVXVlUKXrxwZfHK,Megan Thee Stallion,rap
6JL8zeS1NmiOftqZTRgdTz,Meghan Trainor,pop
0iEtIxbK0KxaSlF7G42ZOp,Metro Boomin,hip hop
1GxkXlMwML1oSg5eLPiAz3,Michael Bublé,pop
3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,r&b
6oMuImdp5ZcFhWP0ESe6mG,Migos,rap
360IAlyVv4PCEVjgyMZrxK,Miguel,r&b
5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,pop
4AA474G2hRfrHyGrfyDseO,Mozzy,hip hop
3gd8FJtBJtkRxdfbTu19U2,Mumford & Sons,rock
0YinUQ50QDB7ZxSCLyQ40k,Mustard,rap
7iK8PXO48WeuP03g8YR51W,Myke Towers,trap
6lBN3Tzt61u8i9AJoAhKzF,Mykola Dmytrovych Leontovych,ukrainian classical
3OxZ4asD88P1lJJmLcXz4K,Márcia Fellipe,sertanejo
5wPoxI5si3eJsYYwyXV4Wi,N.E.R.D,hip hop
7rkW85dBwwrJtlHRDkJDAC,NAV,rap
6fOMl44jA4Sp5b9PpYCkzz,NF,rap
0ErzCpIMyLcjPiwT4elrtZ,NLE Choppa,hip hop
5jAMCwdNHWr7JThxtMuEyy,NOTD,dance
2ayNSoKPCRAfjp6hQ76hRu,Nacho,pop
2Zi3RrdQqk63Xj0914STkS,Naomi Scott,pop
20qISvAhX20dpIbOOzGK3q,Nas,hip hop
7v4imS0moSyGdXyLgVTIV7,Nat King Cole,lounge
1GDbiv3spRmZ1XdM1jQbT7,Natti Natasha,rap
4LXBc13z5EWsc5N32bLxfH,Nekfeu,pop
4Z4afeDmHFxPmJorIwupbZ,Netta,eurovision
1Hsdzj7Dlq2I7tHP7501T4,Niall Horan,pop
4Rxn7Im3LGfyRkY2FlHhWi,Nick Jonas,pop
0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,pop
1SupJlEpv7RS2tPNRaHViT,Nicky Jam,reggaeton
3ZuBEj9ppJe8GSdKaMTfMN,Nimo,hip hop
6Te49r3A6f5BiIgBRxH7FH,Ninho,pop
5hdhHgpxyniooUiQVaPxQ0,Nio Garcia,reggaeton
0EeQBlQJFiAfJeVN2vT9s0,Nipsey Hussle,hip hop
55fhWPvDiMpLnE4ZzNXZyW,Noah Cyrus,pop
3RtNN1VnooWEn3KQk03DUL,Noriel,reggaeton
3S6gaE89XewFAvZqsMuJDJ,Norm Ender,trap
2cWZOOzeOm4WmBJRnD5R7I,Normani,pop
2DaxqgrOhkeH0fpeiQq2f4,Oasis,beatlesque
4DdkRBBYG6Yk9Ka8tdJ9BW,Offset,hip hop
3lY9Fxceu60W1rbon7PkuF,Omar Montes,urbano
5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,rock
1i8SpTcr7yvPOmcqrbnVXY,Ozuna,reggaeton
1KCSPY1glIKqW2TotWuXOR,P!nk,pop
2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,rap
3NH8t45zOTqzlZgBvZRjvB,PNL,pop
7rOlQwf8OuFLFQp4aydjBt,Paloma Mami,trap
20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,emo
0gadJ2b9A4SKsB1RFkBb66,Passenger,pop
4STHEaNw4mPZ2tzheohgXB,Paul McCartney,rock
3vQ0GE3mI0dAaxIMYe5g7z,Paulo Londra,trap
4QVBYiagIaa6ZGSPMbybpy,Pedro Capó,pop
26AHtbjWKiwYzsoGoUZq53,Pentatonix,a cappella
5v8jlSmAQfrkTjAlpUfWtu,Perry Como,easy listening
4K9aclpXgCPNFGEqRlFPal,Peter Manos,indie
2RdwBSPQiwcmiDo9kixcl8,Pharrell Williams,rap
4bw2Am3p9ji3mYsXNXtQcd,Piso 21,reggaeton
699OTQXzgjhIYAHMy9RyPD,Playboi Carti,trap
6AgTAQt8XS6jRWi4sX7w49,Polo G,rap
3JXpwnHbLvXxY99EuXqFPX,Poo Bear,r&b
4kI8Ie27vjvonwaB2ePh8T,Portugal. The Man,rock
246dkjvS1zLTtiykXe5h60,Post Malone,rap
3MHaV05u0io8fQbZ2XPtlC,Prince Royce,latin
0ONHkAv9pCAFxb0zJwDNTy,Pusha T,hip hop
6i392l38cR3uBPF0DbNs7S,Quality Control,rap
0VRj0yCOv2FXJNP47XQnx5,Quavo,hip hop
1dfeR4HaWDbWqFHLkxsg1d,Queen,rock
6cEuCEZu7PAE9ZSzLLc2oQ,R3HAB,house
0Dvx6p8JDyzeOPGmaCIH1L,RAF Camora,hip hop
7ltDVBr6mKbRvohxheJ9h1,ROSALÍA,r&b
7iZtZyCzp3LItcw1wtPI3D,Rae Sremmurd,hip hop
6wWVKhxIU2cEi0K81v7HvP,Rammstein,industrial
6ywXRaHY7m2DJ0dd7CsLAB,Ramz,hip hop
1mcTU81TzQhprhouKaTkpq,Rauw Alejandro,pop
0NyzfcGDZZ6GM25EBG9BYK,Ray Parker Jr.,funk
1z4g3DjTBBZKhvAroFlhOM,Red Velvet,kpop
4ofCBoyEiGSePFAG500xev,Regard,dance
0vR2qb8m9WHeZ5ByCbimq2,Reik,pop
5GcWBUX00IPuWVGMIRK1sS,Residente,hip hop
1Fg19vpUJpAAPFjnKaVYVW,Reynmen,hip hop
2kqUKsTuEj1lPbm6BSn1AU,Rich Music LTD,reggaeton
1pPmIToKXyGdsCF6LmqLmI,Rich The Kid,hip hop
1sBkRIssrMs1AbVkOJbc7a,Rick Ross,rap
5CCwRZC6euC8Odo6y9X8jr,Rita Ora,pop
7i9j813KFoSBMldGqlh2Z1,Riton,dance
3t5xRXzsuZmMDkQzgOX35S,Robin Schulz,dance
757aE44tKEUQEqRuT6GnEB,Roddy Ricch,rap
5lwmRuXgjX8xIwlnauTZIP,Romeo Santos,latin
4WN5naL3ofxrVBgFpguzKo,Rudimental,dance
1z7b1Pr1rSlvWRzsW3HOrS,Russ,rap
1fctva4kpRbg2k3v7kwRuS,Rvssian,reggaeton
0H39MdGGX6dbnnQPt6NQkZ,SAINt JHN,rap
3KwmxIhSe9UTSEF37kwngR,SHAED,pop
0JBdTCGs111JKKYfLqOEBa,SHIRIN DAVID,pop
2TImI3DW7o5MdRXJs4D37h,SOB X RBE,trap
7tYKF4w9nC0nq9CsPZTHyP,SZA,r&b
74KM79TiuVKeVCqs8QtB0B,Sabrina Carpenter,pop
3hBQ4zniNdQf1cqqo6hzuW,Salmo,hip hop
20gsENnposVs2I4rQ5kvrf,Sam Feldt,dance
2wY79sveU1sp5g7SokKOiI,Sam Smith,pop
6h1s4i4XKIYv4ErDelLDN0,Samra,hip hop
6cK3NBO6uP7hh0oyuVELFl,Saweetie,rap
5IcR3N7QB1j6KBL8eImZ8m,ScHoolboy Q,hip hop
3Isy6kedDrgPYoTS1dazA9,Sean Paul,dance
07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,reggaeton
77ziqFxp5gaInVrF2lj4ht,Sech,reggaeton
5iNrZmtVMtYev5M9yoWpEq,Seeb,dance
0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,pop
